Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,7658.370117,7851.970215,7653.890137,7826.680176,7826.680176,9908160000
2019-04-29,7825.640137,7851.850098,7672.540039,7845.729980,7845.729980,10328940000
2019-05-06,7662.919922,7804.540039,7426.750000,7586.529785,7586.529785,11422370000
2019-05-13,7385.549805,7627.029785,7303.640137,7503.680176,7503.680176,10862480000
2019-05-20,7391.729980,7472.709961,7261.459961,7300.959961,7300.959961,9923790000
2019-05-27,7321.270020,7362.290039,7125.970215,7127.959961,7127.959961,8740400000
2019-06-03,7110.339844,7445.990234,6936.680176,7417.290039,7417.290039,11198600000
2019-06-10,7472.600098,7595.569824,7454.870117,7479.109863,7479.109863,9750110000
2019-06-17,7500.279785,7772.529785,7492.169922,7728.779785,7728.779785,11142160000
2019-06-24,7737.000000,7746.680176,7584.169922,7671.080078,7671.080078,12404540000
2019-07-01,7816.560059,7857.689941,7735.669922,7841.299805,7841.299805,5740120000
2019-07-08,7790.459961,7944.080078,7748.229980,7943.240234,7943.240234,7762480000
2019-07-15,7961.069824,7969.790039,7827.490234,7834.899902,7834.899902,9459940000
2019-07-22,7862.379883,8027.180176,7862.270020,8016.950195,8016.950195,9603020000
2019-07-29,8010.049805,8010.049805,7645.180176,7692.799805,7692.799805,11471340000
2019-08-05,7510.020020,7726.459961,7356.270020,7646.270020,7646.270020,11921580000
2019-08-12,7597.189941,7778.339844,7429.359863,7604.109863,7604.109863,11103930000
2019-08-19,7715.410156,7764.790039,7442.930176,7464.990234,7464.990234,9383630000
2019-08-26,7540.689941,7747.080078,7500.220215,7691.000000,7691.000000,8625000000
2019-09-02,7634.029785,7879.970215,7584.819824,7852.540039,7852.540039,7800190000
2019-09-09,7876.399902,7975.330078,7743.609863,7892.950195,7892.950195,10981570000
2019-09-16,7833.729980,7950.209961,7791.580078,7823.549805,7823.549805,10906520000
2019-09-23,7815.229980,7873.250000,7626.819824,7681.580078,7681.580078,9968550000
2019-09-30,7705.970215,7821.720215,7463.569824,7754.100098,7754.100098,10423010000
2019-10-07,7725.680176,7904.049805,7603.759766,7843.879883,7843.879883,9181750000
2019-10-14,7834.740234,7981.140137,7827.160156,7868.490234,7868.490234,9017600000
2019-10-21,7911.580078,8033.290039,7845.089844,8029.220215,8029.220215,9182320000
2019-10-28,8071.390137,8161.979980,8017.919922,8161.169922,8161.169922,10034810000
2019-11-04,8218.929688,8271.820313,8157.359863,8255.889648,8255.889648,11167410000
2019-11-11,8212.370117,8315.900391,8202.360352,8315.519531,8315.519531,10171370000
2019-11-18,8303.219727,8357.799805,8226.250000,8272.049805,8272.049805,10651590000
2019-11-25,8309.549805,8445.610352,8309.549805,8403.679688,8403.679688,7534310000
2019-12-02,8409.870117,8409.870117,8167.359863,8397.370117,8397.370117,10862130000
2019-12-09,8388.750000,8517.519531,8339.370117,8487.709961,8487.709961,10654750000
2019-12-16,8544.269531,8687.660156,8542.419922,8678.490234,8678.490234,13689690000
2019-12-23,8703.059570,8811.099609,8684.120117,8770.980469,8770.980469,6507090000
2019-12-30,8766.389648,8873.629883,8671.919922,8793.900391,8793.900391,9640990000
2020-01-06,8713.889648,9024.870117,8713.889648,8966.639648,8966.639648,12518750000
2020-01-13,9007.940430,9176.469727,8991.349609,9173.730469,9173.730469,12332160000
2020-01-20,9145.639648,9272.370117,9101.440430,9141.469727,9141.469727,10205690000
2020-01-27,8913.160156,9170.219727,8910.969727,8991.509766,8991.509766,11983980000
2020-02-03,9033.519531,9453.240234,9031.070313,9401.099609,9401.099609,11834370000
2020-02-10,9373.200195,9636.410156,9373.200195,9623.580078,9623.580078,11419490000
2020-02-17,9567.280273,9736.570313,9406.379883,9446.690430,9446.690430,10214610000
2020-02-24,9055.299805,9194.910156,8133.850098,8461.830078,8461.830078,20165480000
2020-03-02,8569.910156,9000.459961,8319.900391,8530.339844,8530.339844,20200270000
2020-03-09,7912.140137,8376.440430,7255.620117,7995.259766,7995.259766,22988590000
2020-03-16,7502.259766,7563.450195,6837.529785,6994.290039,6994.290039,24387290000
2020-03-23,6952.709961,7913.109863,6771.910156,7588.370117,7588.370117,21391290000
2020-03-30,7678.830078,8011.600098,7423.970215,7528.109863,7528.109863,18479400000
2020-04-06,7819.060059,8334.230469,7763.089844,8238.530273,8238.530273,15512910000
2020-04-13,8209.679688,8879.240234,8158.580078,8832.410156,8832.410156,18544320000
2020-04-20,8742.540039,8855.179688,8359.839844,8786.599609,8786.599609,17986190000
2020-04-27,8865.580078,9025.820313,8668.669922,8718.179688,8718.179688,19803440000
2020-05-04,8683.940430,9224.490234,8665.400391,9220.349609,9220.349609,18494950000
2020-05-11,9155.209961,9354.450195,8860.769531,9152.639648,9152.639648,20624450000
2020-05-18,9281.360352,9515.049805,9248.780273,9413.990234,9413.990234,20123330000
2020-05-25,9570.530273,9573.549805,9182.450195,9555.530273,9555.530273,17669040000
2020-06-01,9526.429688,9846.629883,9511.879883,9824.389648,9824.389648,25072780000
2020-06-08,9805.690430,10155.200195,9499.089844,9663.780273,9663.780273,26190570000
2020-06-15,9517.139648,10121.669922,9489.580078,10008.639648,10008.639648,23693060000
2020-06-22,10009.000000,10306.900391,9837.740234,9849.360352,9849.360352,27718740000
2020-06-29,9850.549805,10432.549805,9742.889648,10341.889648,10341.889648,17393620000
2020-07-06,10487.700195,10842.780273,10485.820313,10836.330078,10836.330078,20345500000
2020-07-13,10951.540039,11069.259766,10370.790039,10645.219727,10645.219727,22423640000
2020-07-20,10672.959961,11017.429688,10313.940430,10483.129883,10483.129883,22334910000
2020-07-27,10547.110352,10908.339844,10527.429688,10905.879883,10905.879883,20603620000
2020-08-03,11018.019531,11282.240234,10997.669922,11139.389648,11139.389648,20583730000
2020-08-10,11153.509766,11271.219727,10855.059570,11164.450195,11164.450195,18974810000
2020-08-17,11231.969727,11574.790039,11228.139648,11555.160156,11555.160156,17937170000
2020-08-24,11703.339844,12047.990234,11535.549805,11995.849609,11995.849609,17315540000
2020-08-31,12017.459961,12439.480469,11145.990234,11622.129883,11622.129883,19750590000
2020-09-07,11143.910156,11566.339844,10945.219727,11087.400391,11087.400391,14827300000
2020-09-14,11250.799805,11495.400391,10769.400391,10936.980469,10936.980469,20623790000
2020-09-21,10768.009766,11207.080078,10677.849609,11151.129883,11151.129883,19299780000
2020-09-28,11332.320313,11606.730469,11225.169922,11255.690430,11255.690430,18848160000
2020-10-05,11345.240234,11727.599609,11256.259766,11725.849609,11725.849609,18812100000
2020-10-12,11900.120117,12204.750000,11765.490234,11852.169922,11852.169922,17324490000
2020-10-19,11913.009766,11962.469727,11529.730469,11692.570313,11692.570313,16932980000
2020-10-26,11584.169922,11708.080078,10960.019531,11052.950195,11052.950195,17064360000
2020-11-02,11152.480469,12117.040039,10957.110352,12091.349609,12091.349609,17973660000
2020-11-09,12194.709961,12268.660156,11512.459961,11937.839844,11937.839844,21863210000
2020-11-16,11925.360352,12047.129883,11842.660156,11906.440430,11906.440430,23602770000
2020-11-23,11959.889648,12306.709961,11817.530273,12258.209961,12258.209961,19465540000
2020-11-30,12278.780273,12538.919922,12090.929688,12528.480469,12528.480469,29537740000
2020-12-07,12523.570313,12651.349609,12226.129883,12375.410156,12375.410156,23369780000
2020-12-14,12427.860352,12793.469727,12426.250000,12738.179688,12738.179688,25480450000
2020-12-21,12575.599609,12761.230469,12474.030273,12711.009766,12711.009766,21191830000
2020-12-28,12813.969727,12925.530273,12747.049805,12888.280273,12888.280273,19820720000
2021-01-04,12950.219727,13113.089844,12537.419922,13105.200195,13105.200195,35100170000
2021-01-11,12961.500000,13037.049805,12758.099609,12803.929688,12803.929688,34204780000
2021-01-18,12921.610352,13433.690430,12861.299805,13366.400391,13366.400391,26115360000
2021-01-25,13515.629883,13563.700195,12845.429688,12925.379883,12925.379883,42655850000
2021-02-01,13067.650391,13642.959961,12983.099609,13603.959961,13603.959961,35636080000
2021-02-08,13672.330078,13816.250000,13531.929688,13807.700195,13807.700195,44617630000
2021-02-15,13841.030273,13879.769531,13477.169922,13580.780273,13580.780273,28013780000
2021-02-22,13414.040039,13447.370117,12758.120117,12909.440430,12909.440430,31930490000
2021-03-01,13106.019531,13301.620117,12208.389648,12668.509766,12668.509766,30958600000
2021-03-08,12629.559570,13117.860352,12287.570313,12937.290039,12937.290039,29686500000
2021-03-15,12936.129883,13297.480469,12704.070313,12866.990234,12866.990234,30154140000
2021-03-22,12943.139648,13180.660156,12627.929688,12979.120117,12979.120117,27899070000
2021-03-29,12950.509766,13333.410156,12798.030273,13329.519531,13329.519531,19153460000
2021-04-05,13434.040039,13849.309570,13420.809570,13845.059570,13845.059570,20597570000
2021-04-12,13792.740234,14050.379883,13747.629883,14041.910156,14041.910156,21330090000
2021-04-19,13970.830078,14025.639648,13716.759766,13941.440430,13941.440430,21275370000
2021-04-26,13954.940430,14073.480469,13836.099609,13860.759766,13860.759766,23294070000
2021-05-03,13923.040039,13955.000000,13396.110352,13719.629883,13719.629883,24466310000
2021-05-10,13647.730469,13648.490234,12967.179688,13393.120117,13393.120117,22935790000
2021-05-17,13329.860352,13573.839844,12994.349609,13411.740234,13411.740234,20256610000
2021-05-24,13504.389648,13765.799805,13500.120117,13686.509766,13686.509766,21299040000
2021-05-31,13764.269531,13784.769531,13469.849609,13770.769531,13770.769531,18924740000
2021-06-07,13744.150391,13998.650391,13710.110352,13998.299805,13998.299805,25134490000
2021-06-14,14002.139648,14205.429688,13843.599609,14049.580078,14049.580078,24177370000
2021-06-21,14055.040039,14429.139648,13967.889648,14345.179688,14345.179688,25057060000
2021-06-28,14401.629883,14738.139648,14400.589844,14727.629883,14727.629883,22446620000
2021-07-05,14755.150391,14891.190430,14551.759766,14826.089844,14826.089844,17406450000
2021-07-12,14878.709961,15002.280273,14667.099609,14681.379883,14681.379883,21422090000
2021-07-19,14517.959961,15125.839844,14455.070313,15111.790039,15111.790039,20735140000
2021-07-26,15088.280273,15142.349609,14787.799805,14959.900391,14959.900391,20478690000
2021-08-02,15046.099609,15184.269531,14864.530273,15109.360352,15109.360352,20421490000
2021-08-09,15136.139648,15169.450195,14956.250000,15136.679688,15136.679688,20113470000
2021-08-16,15090.049805,15142.030273,14773.190430,15092.570313,15092.570313,19956800000
2021-08-23,15140.139648,15447.030273,15140.139648,15432.950195,15432.950195,18934130000
2021-08-30,15460.929688,15696.419922,15459.740234,15652.860352,15652.860352,20162600000
2021-09-06,15662.299805,15701.400391,15433.429688,15440.750000,15440.750000,16645800000
2021-09-13,15545.660156,15562.280273,15291.040039,15333.469727,15333.469727,24083760000
2021-09-20,15068.650391,15230.339844,14821.030273,15176.509766,15176.509766,13146840000
